yearID,Age,Tm,Lg,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Pos,Awards,bbrefID
1917,27,CHC,NL,131.0,510.0,-3.0,0.0,0.0,-2.0,-6.0,-11.0,-1.5,16.0,4.0,0.2,0.489,0.491,0.5,-1.0,6.0,,*9H7/8,,flackma01
1918,28,CHC,NL,123.0,553.0,9.0,-1.0,0.0,1.0,-6.0,3.0,0.3,16.0,19.0,1.9,0.503,0.502,1.8,-0.7,18.0,,*9/H,,flackma01
1919,29,CHC,NL,116.0,517.0,13.0,-1.0,0.0,4.0,-6.0,10.0,1.1,15.0,25.0,2.7,0.511,0.508,2.3,-0.3,21.0,"$3,420",*9,,flackma01
1920,30,CHC,NL,135.0,592.0,17.0,-3.0,0.0,-4.0,-6.0,4.0,0.3,18.0,21.0,2.3,0.503,0.503,2.8,-1.3,25.0,"$5,000",*9/H8,,flackma01
1921,31,CHC,NL,133.0,615.0,-2.0,2.0,0.0,-2.0,-6.0,-9.0,-1.0,17.0,9.0,0.9,0.493,0.495,1.2,-0.9,11.0,"$6,750",*9/H,,flackma01
1922,32,CHC,NL,17.0,57.0,-6.0,0.0,0.0,0.0,-1.0,-7.0,-0.6,2.0,-5.0,-0.5,0.463,0.496,-0.5,-0.1,-5.0,,9/H,,flackma01
1922,32,STL,NL,66.0,302.0,0.0,-1.0,0.0,-4.0,-3.0,-8.0,-0.7,9.0,1.0,0.2,0.489,0.495,0.5,-0.7,5.0,"$7,250",9,,flackma01
1923,33,STL,NL,128.0,562.0,-3.0,-1.0,0.0,0.0,-6.0,-9.0,-0.9,17.0,8.0,0.9,0.493,0.495,0.9,-0.5,8.0,"$7,250",*9/H,,flackma01
1924,34,STL,NL,67.0,234.0,-2.0,-1.0,0.0,-2.0,-2.0,-7.0,-0.8,7.0,0.0,0.0,0.489,0.495,0.2,-0.5,2.0,"$7,250",9H/8,,flackma01
1925,35,STL,NL,79.0,266.0,-13.0,0.0,0.0,-1.0,-3.0,-16.0,-1.6,8.0,-8.0,-0.7,0.481,0.49,-0.6,-0.4,-7.0,"$5,000",9H/7,,flackma01
1913,25,CIN,NL,26.0,87.0,-1.0,-1.0,0.0,1.0,-1.0,-2.0,-0.2,3.0,1.0,0.1,0.493,0.499,0.0,0.1,0.0,"$1,380",8/H,,wicklal01
1914,26,CHI,FL,157.0,648.0,23.0,-1.0,0.0,9.0,-8.0,22.0,2.6,11.0,33.0,3.5,0.516,0.515,2.3,0.2,24.0,,*97,,wicklal01
1915,27,CHI,FL,30.0,100.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-0.2,2.0,0.0,0.0,0.495,0.499,0.1,-0.3,1.0,,9/H7,,wicklal01
1915,27,PBS,FL,110.0,473.0,13.0,0.0,0.0,6.0,-6.0,13.0,1.6,8.0,21.0,2.3,0.514,0.509,1.5,0.1,15.0,,*7/H9,,wicklal01
1918,30,BSN,NL,95.0,400.0,15.0,-1.0,0.0,1.0,-5.0,11.0,1.3,12.0,23.0,2.5,0.514,0.508,2.5,-0.5,22.0,,*9/7H,,wicklal01
1919,31,NYY,AL,26.0,49.0,-6.0,0.0,0.0,-2.0,-1.0,-8.0,-0.9,2.0,-7.0,-0.8,0.464,0.494,-0.5,-0.3,-5.0,,9H,,wicklal01
1910,21,CHW,AL,27.0,100.0,-3.0,0.0,0.0,0.0,-1.0,-3.0,-0.5,4.0,0.0,0.0,0.484,0.497,0.0,-0.1,0.0,,8/9,,zwilldu01
1914,25,CHI,FL,154.0,649.0,33.0,-1.0,0.0,8.0,-4.0,37.0,4.1,11.0,47.0,5.1,0.526,0.525,4.0,0.6,39.0,,*8,,zwilldu01
1915,26,CHI,FL,150.0,636.0,28.0,-1.0,0.0,4.0,-4.0,28.0,3.2,10.0,38.0,4.1,0.521,0.519,3.6,0.1,34.0,,*8/3H,,zwilldu01
1916,27,CHC,NL,35.0,59.0,-5.0,0.0,0.0,-1.0,0.0,-7.0,-0.9,2.0,-5.0,-0.7,0.476,0.495,-0.5,-0.2,-4.0,"$3,250",H/89,,zwilldu01
1914,21,BOS,AL,144.0,603.0,-14.0,-1.0,0.0,7.0,10.0,1.0,-0.1,23.0,24.0,2.5,0.501,0.501,1.8,1.9,16.0,,*6/H,MVP-14,scottev01
1915,22,BOS,AL,100.0,402.0,-24.0,-1.0,0.0,6.0,7.0,-13.0,-1.5,15.0,2.0,0.1,0.485,0.491,-0.6,1.4,-4.0,,6/H,,scottev01
1916,23,BOS,AL,123.0,423.0,-12.0,0.0,0.0,6.0,7.0,1.0,0.1,16.0,17.0,1.7,0.501,0.501,1.0,1.5,11.0,,*6/45H,,scottev01
1917,24,BOS,AL,157.0,588.0,-15.0,0.0,0.0,10.0,10.0,5.0,0.5,22.0,27.0,2.9,0.504,0.503,1.7,2.4,17.0,,*6,,scottev01
1918,25,BOS,AL,126.0,481.0,-24.0,0.0,0.0,16.0,8.0,0.0,0.0,18.0,19.0,2.0,0.5,0.5,0.0,3.0,2.0,"$4,500",*6,,scottev01
1919,26,BOS,AL,138.0,539.0,-13.0,0.0,0.0,5.0,9.0,1.0,0.2,20.0,21.0,2.2,0.501,0.501,1.6,1.6,16.0,,*6,,scottev01
1920,27,BOS,AL,154.0,613.0,-16.0,-2.0,0.0,8.0,10.0,0.0,0.0,23.0,23.0,2.3,0.5,0.5,1.5,1.9,15.0,"$5,000",*6,,scottev01
1921,28,BOS,AL,154.0,625.0,-33.0,-2.0,0.0,16.0,10.0,-9.0,-0.8,24.0,15.0,1.6,0.495,0.495,0.0,2.6,-1.0,"$5,000",*6,,scottev01
1922,29,NYY,AL,154.0,612.0,-27.0,0.0,0.0,17.0,10.0,1.0,-0.1,23.0,24.0,2.4,0.5,0.5,0.7,2.6,7.0,"$10,000",*6,MVP-15,scottev01
1923,30,NYY,AL,152.0,568.0,-37.0,0.0,0.0,6.0,10.0,-21.0,-2.2,21.0,0.0,0.0,0.486,0.487,-0.5,1.5,-6.0,"$10,000",*6,,scottev01
1924,31,NYY,AL,153.0,589.0,-40.0,0.0,0.0,0.0,10.0,-31.0,-2.9,22.0,-8.0,-0.7,0.481,0.482,-0.7,1.0,-8.0,"$10,000",*6,,scottev01
1925,32,NYY,AL,22.0,65.0,-8.0,0.0,0.0,-1.0,1.0,-8.0,-0.7,2.0,-5.0,-0.5,0.466,0.495,-0.4,0.0,-4.0,"$10,000",6/H,,scottev01
1925,32,WSH,AL,33.0,110.0,-6.0,0.0,0.0,-1.0,2.0,-5.0,-0.5,4.0,-1.0,-0.1,0.485,0.497,0.0,0.1,0.0,,6/5H,,scottev01
1926,33,CHW,AL,40.0,157.0,-7.0,-1.0,0.0,1.0,3.0,-5.0,-0.5,6.0,1.0,0.1,0.488,0.497,0.1,0.4,0.0,"$7,500",6/H,,scottev01
1926,33,CIN,NL,4.0,6.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.511,0.5,0.2,-0.1,2.0,,/6,,scottev01
1911,21,CIN,NL,73.0,217.0,-1.0,-1.0,0.0,-8.0,3.0,-6.0,-0.7,7.0,0.0,0.0,0.491,0.496,0.9,-0.5,8.0,,65H/4,,esmonji01
1912,22,CIN,NL,82.0,263.0,-19.0,0.0,0.0,-8.0,4.0,-22.0,-2.3,8.0,-14.0,-1.5,0.473,0.486,-0.6,-0.4,-6.0,"$2,400",6/H,,esmonji01
1914,24,IND,FL,151.0,604.0,1.0,-1.0,0.0,-8.0,10.0,3.0,0.5,10.0,13.0,1.3,0.502,0.502,2.0,0.4,21.0,,*6,,esmonji01
1915,25,NEW,FL,155.0,664.0,4.0,-1.0,0.0,1.0,10.0,15.0,1.7,11.0,26.0,2.7,0.511,0.511,2.6,1.4,25.0,,*6,,esmonji01
1912,22,NYY,AL,5.0,14.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-0.1,1.0,0.0,0.0,0.487,0.5,0.1,-0.1,1.0,,/8H9,,kauffbe01
1914,24,IND,FL,154.0,669.0,51.0,9.0,0.0,9.0,-7.0,62.0,6.8,11.0,73.0,7.8,0.543,0.541,6.6,0.4,64.0,,*987,,kauffbe01
1915,25,BTT,FL,136.0,578.0,49.0,4.0,0.0,3.0,-4.0,53.0,5.9,9.0,62.0,6.8,0.544,0.537,6.4,0.0,59.0,"$6,000",*8,,kauffbe01
1916,26,NYG,NL,154.0,632.0,23.0,1.0,0.0,-4.0,-4.0,16.0,2.0,19.0,36.0,4.0,0.513,0.512,4.5,-1.0,40.0,"$4,500",*8,,kauffbe01
1917,27,NYG,NL,153.0,644.0,25.0,0.0,0.0,1.0,-4.0,22.0,2.7,20.0,42.0,4.7,0.518,0.517,4.6,-0.4,41.0,"$4,500",*8/7,,kauffbe01
1918,28,NYG,NL,67.0,294.0,12.0,0.0,0.0,-1.0,-2.0,9.0,1.0,9.0,17.0,1.9,0.515,0.506,2.0,-0.4,18.0,,8,,kauffbe01
1919,29,NYG,NL,135.0,543.0,15.0,0.0,0.0,-1.0,-3.0,10.0,1.1,17.0,27.0,2.9,0.509,0.508,3.1,-0.7,28.0,"$6,000",*8/H,,kauffbe01
1920,30,NYG,NL,55.0,188.0,8.0,-1.0,0.0,-2.0,-1.0,3.0,0.3,6.0,9.0,1.0,0.507,0.502,1.2,-0.4,11.0,,8/H,,kauffbe01
1907,20,PIT,NL,3.0,8.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.1,0.0,-1.0,-0.1,0.46,0.499,-0.1,0.0,-1.0,,/54,,mckecbi01
1910,23,PIT,NL,71.0,230.0,-16.0,0.0,0.0,3.0,1.0,-12.0,-1.4,7.0,-5.0,-0.7,0.48,0.491,-1.0,0.5,-8.0,"$1,500",46H/53,,mckecbi01
1911,24,PIT,NL,104.0,374.0,-14.0,-1.0,0.0,2.0,-1.0,-14.0,-1.6,12.0,-2.0,-0.4,0.486,0.491,-0.4,0.0,-4.0,,34H6/5,,mckecbi01
1912,25,PIT,NL,24.0,79.0,-4.0,0.0,0.0,1.0,1.0,-3.0,-0.3,2.0,-1.0,-0.1,0.487,0.498,-0.2,0.2,-2.0,"$2,100",5/64H3,,mckecbi01
1913,26,BSN,NL,1.0,5.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.1,0.0,-1.0,-0.1,0.421,0.5,-0.1,0.0,-1.0,,/8,,mckecbi01
1913,26,NYY,AL,45.0,125.0,-14.0,0.0,0.0,-2.0,1.0,-15.0,-1.8,5.0,-11.0,-1.3,0.46,0.489,-1.1,-0.2,-9.0,,4/H65,,mckecbi01
1914,27,IND,FL,149.0,664.0,4.0,2.0,0.0,6.0,5.0,17.0,2.1,10.0,28.0,2.9,0.513,0.512,2.1,1.4,22.0,"$3,500",*5,,mckecbi01
1915,28,NEW,FL,127.0,515.0,-2.0,1.0,0.0,-1.0,4.0,2.0,0.3,9.0,11.0,1.1,0.502,0.501,1.1,0.4,12.0,,*5H/9,,mckecbi01
1916,29,NYG,NL,71.0,273.0,-6.0,0.0,0.0,0.0,2.0,-4.0,-0.6,8.0,4.0,0.3,0.492,0.497,0.3,0.3,4.0,"$3,300",5,,mckecbi01
1916,29,CIN,NL,37.0,141.0,-2.0,0.0,0.0,0.0,1.0,-1.0,-0.2,4.0,3.0,0.3,0.495,0.499,0.3,0.2,3.0,,5/H,,mckecbi01
1917,30,CIN,NL,48.0,145.0,-2.0,0.0,0.0,-2.0,1.0,-3.0,-0.4,4.0,2.0,0.1,0.492,0.498,0.3,-0.1,3.0,"$3,300",46/H5,,mckecbi01
1918,31,PIT,NL,126.0,479.0,-5.0,-1.0,0.0,3.0,4.0,2.0,0.2,15.0,17.0,1.7,0.502,0.501,1.4,0.8,14.0,,*5,,mckecbi01
1920,33,PIT,NL,40.0,140.0,-9.0,0.0,0.0,-1.0,2.0,-8.0,-0.9,4.0,-3.0,-0.4,0.477,0.494,-0.3,0.0,-2.0,"$3,500",56/4H3,,mckecbi01
1914,32,SLM,FL,147,594,-20,-1,0,-13,5,-28,-3.0,10,-19,-2.1,0.479,0.481,-0.9,-0.7,-6,,*5,,bouchal01
1911,24,DET,AL,95.0,341.0,-6.0,1.0,0.0,-3.0,-4.0,-13.0,-1.2,13.0,0.0,0.1,0.487,0.492,0.3,-0.7,3.0,,7/H983,,drakede01
1914,27,SLM,FL,138.0,560.0,-16.0,-1.0,0.0,-3.0,-6.0,-25.0,-2.7,9.0,-16.0,-1.9,0.48,0.483,-1.7,-0.8,-13.0,,*7839/H,,drakede01
1915,28,SLM,FL,102.0,379.0,-2.0,0.0,0.0,0.0,-4.0,-7.0,-0.7,6.0,0.0,-0.2,0.493,0.495,-0.2,-0.4,0.0,,89/7H3,,drakede01
1911,24,PHI,NL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.5,,0.0,0.0,,/H,,millehu01
1914,27,SLM,FL,132.0,533.0,-29.0,0.0,0.0,-4.0,-4.0,-37.0,-4.1,9.0,-28.0,-3.3,0.468,0.474,-3.0,-0.8,-24.0,,*3/H,,millehu01
1915,28,SLM,FL,7.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,1.0,0.1,0.517,0.501,0.1,0.0,1.0,,/3H,,millehu01
1914,22,SLM,FL,139.0,597.0,4.0,-1.0,0.0,-4.0,-7.0,-7.0,-0.7,10.0,2.0,0.2,0.494,0.495,0.4,-1.0,6.0,,*97/8H,,tobinja01
1915,23,SLM,FL,158.0,716.0,18.0,-1.0,0.0,3.0,-8.0,13.0,1.5,11.0,24.0,2.5,0.51,0.509,2.1,-0.5,21.0,,*98,,tobinja01
1916,24,SLB,AL,77.0,168.0,-6.0,0.0,0.0,-6.0,-2.0,-14.0,-1.7,6.0,-8.0,-1.1,0.478,0.489,-0.3,-1.0,-2.0,,H9/8,,tobinja01
1918,26,SLB,AL,122.0,553.0,7.0,-1.0,0.0,-1.0,-4.0,1.0,0.1,19.0,20.0,2.2,0.501,0.501,2.3,-0.7,21.0,,*87/H9,,tobinja01
1919,27,SLB,AL,127.0,544.0,18.0,0.0,0.0,-1.0,-6.0,10.0,1.2,20.0,31.0,3.3,0.509,0.507,3.3,-0.7,32.0,,*7/H,,tobinja01
1920,28,SLB,AL,147.0,652.0,17.0,0.0,0.0,4.0,-7.0,14.0,1.4,24.0,38.0,3.7,0.509,0.508,3.4,-0.3,34.0,,*97,,tobinja01
1921,29,SLB,AL,150.0,731.0,20.0,-2.0,0.0,2.0,-7.0,13.0,1.3,25.0,38.0,3.8,0.508,0.508,3.5,-0.4,36.0,,*9/8,,tobinja01
1922,30,SLB,AL,146.0,701.0,20.0,-1.0,0.0,-6.0,-7.0,6.0,0.5,24.0,30.0,3.0,0.504,0.504,3.7,-1.4,36.0,,*9/H,,tobinja01
1923,31,SLB,AL,151.0,696.0,12.0,1.0,0.0,-9.0,-7.0,-3.0,-0.4,25.0,22.0,2.3,0.498,0.498,3.2,-1.6,31.0,,*9,,tobinja01
1924,32,SLB,AL,136.0,629.0,-9.0,-1.0,0.0,-2.0,-6.0,-18.0,-1.7,22.0,5.0,0.6,0.487,0.489,0.8,-0.7,6.0,,*9/H,,tobinja01
1925,33,SLB,AL,77.0,203.0,-6.0,2.0,0.0,-3.0,-2.0,-9.0,-0.9,8.0,-2.0,-0.1,0.489,0.495,0.2,-0.5,1.0,,H9/378,,tobinja01
1926,34,WSH,AL,27.0,35.0,-4.0,0.0,0.0,0.0,0.0,-4.0,-0.4,1.0,-2.0,-0.3,0.486,0.498,-0.3,0.0,-2.0,,H/89,,tobinja01
1926,34,BOS,AL,51.0,230.0,-7.0,0.0,0.0,-2.0,-2.0,-12.0,-1.2,8.0,-4.0,-0.3,0.477,0.493,-0.1,-0.4,-1.0,,9/7,,tobinja01
1927,35,BOS,AL,111.0,419.0,2.0,0.0,0.0,-2.0,-4.0,-5.0,-0.4,16.0,11.0,1.2,0.496,0.497,1.4,-0.6,13.0,,9H/7,,tobinja01
1909,22,NYY,AL,1.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456,0.5,0.0,0.0,0.0,,/1,,schmibu01
1913,26,BSN,NL,22.0,82.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.1,3.0,4.0,0.4,0.506,0.501,0.4,-0.1,4.0,"$2,700",3/H,,schmibu01
1914,27,BSN,NL,147.0,613.0,5.0,-1.0,0.0,0.0,-5.0,-1.0,-0.3,19.0,18.0,1.6,0.499,0.499,1.8,-0.7,18.0,"$4,500",*3,MVP-16,schmibu01
1915,28,BSN,NL,127.0,524.0,2.0,-2.0,0.0,-4.0,-4.0,-8.0,-1.0,16.0,9.0,0.8,0.493,0.494,1.4,-1.1,13.0,"$4,500",*3,,schmibu01
1915,23,PIT,NL,145.0,574.0,-12.0,3.0,0.0,1.0,4.0,-4.0,-0.6,18.0,14.0,1.4,0.497,0.497,1.4,0.5,13.0,,*58/4H79,,bairddo01
1916,24,PIT,NL,128.0,460.0,-16.0,0.0,0.0,-8.0,2.0,-22.0,-2.8,14.0,-8.0,-1.3,0.479,0.483,-0.3,-0.8,0.0,"$2,425",54H7/89,,bairddo01
1917,25,PIT,NL,43.0,162.0,1.0,0.0,0.0,-3.0,1.0,0.0,-0.1,5.0,5.0,0.5,0.499,0.5,0.8,-0.2,8.0,"$1,800",5/H4,,bairddo01
1917,25,STL,NL,104.0,406.0,2.0,1.0,0.0,8.0,3.0,15.0,1.8,13.0,27.0,3.1,0.518,0.511,2.1,1.4,19.0,,*5/8H,,bairddo01
1918,26,STL,NL,82.0,355.0,1.0,3.0,0.0,6.0,3.0,13.0,1.5,11.0,23.0,2.6,0.519,0.509,1.9,1.1,17.0,,5/96,,bairddo01
1919,27,PHI,NL,66.0,272.0,-1.0,1.0,0.0,-3.0,2.0,-1.0,-0.3,8.0,7.0,0.7,0.497,0.499,1.1,-0.2,10.0,,5,,bairddo01
1919,27,STL,NL,16.0,37.0,-1.0,0.0,0.0,-1.0,0.0,-2.0,-0.3,1.0,-1.0,-0.1,0.485,0.498,0.0,-0.1,0.0,"$3,000",/H549,,bairddo01
1919,27,BRO,NL,20.0,68.0,-6.0,0.0,0.0,1.0,1.0,-4.0,-0.5,2.0,-2.0,-0.3,0.475,0.497,-0.4,0.2,-3.0,,5/H,,bairddo01
1920,28,BRO,NL,6.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,1.0,0.1,0.517,0.501,0.1,0.0,1.0,"$3,150",/H5,,bairddo01
1920,28,NYG,NL,7.0,9.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.1,0.0,-1.0,-0.1,0.485,0.499,-0.1,0.0,-1.0,,/5H,,bairddo01
1915,24,PHI,NL,153,665,4,-5,0,8,10,18,2.0,20,37,4.2,.514,.513,3.4,2.2,29,"$2,600",*6,,bancrda01
1916,25,PHI,NL,142,572,-11,-1,0,13,10,11,1.3,18,28,3.2,.509,.508,1.5,2.9,15,,*6,,bancrda01
1917,26,PHI,NL,127,540,-3,0,0,9,8,14,1.7,16,30,3.4,.514,.511,2.3,2.1,21,,*6/47H,,bancrda01
1918,27,PHI,NL,125,566,-2,-1,0,-2,8,3,0.3,16,19,2.0,.503,.503,2.3,0.8,21,,*6,,bancrda01
1919,28,PHI,NL,92,375,0,-1,0,-5,6,1,-0.1,12,12,1.2,.501,.500,1.9,0.0,17,"$5,250",6/H,,bancrda01
1920,29,PHI,NL,42,185,0,-2,0,4,3,5,0.5,5,10,1.2,.514,.504,0.7,0.8,6,"$9,000",6,,bancrda01
1920,29,NYG,NL,108,487,7,1,0,21,7,37,4.2,14,51,5.8,.539,.526,3.3,3.2,30,,*6,,bancrda01
1921,30,NYG,NL,153,698,19,2,0,22,10,53,5.3,20,73,7.4,.535,.533,5.3,3.3,51,"$7,000",*6,,bancrda01
1922,31,NYG,NL,156,745,13,1,0,17,10,41,4.0,21,62,6.1,.525,.524,4.5,2.7,45,"$11,000",*6,,bancrda01
1923,32,NYG,NL,107,513,9,0,0,8,7,24,2.3,14,38,3.8,.522,.514,3.0,1.5,30,"$12,500",64,,bancrda01
1924,33,BSN,NL,79,362,-2,0,0,-1,5,2,0.2,10,13,1.3,.503,.502,1.5,0.4,14,,6,,bancrda01
1925,34,BSN,NL,128,560,19,1,0,9,8,37,3.4,17,54,5.2,.527,.521,4.4,1.6,45,"$17,000",*6/H,MVP-6,bancrda01
1926,35,BSN,NL,127,540,17,1,0,-1,8,25,2.5,17,42,4.3,.520,.516,4.4,0.7,43,,*6/H5,MVP-9,bancrda01
1927,36,BSN,NL,111,427,-11,1,0,-9,7,-12,-1.3,13,1,0.2,.489,.492,1.1,-0.2,10,,*6/H5,,bancrda01
1928,37,BRO,NL,149,591,-22,-2,0,5,10,-8,-0.9,18,10,1.0,.494,.495,0.6,1.5,5,"$14,500",*6,,bancrda01
1929,38,BRO,NL,104,403,-17,2,0,-5,7,-14,-1.3,12,-1,0.0,.488,.492,0.5,0.2,4,"$12,500",6/H,,bancrda01
1930,39,NYG,NL,10,19,-4,0,0,0,0,-3,-0.3,1,-3,-0.2,.470,.498,-0.2,0.0,-3,"$10,000",/6H,,bancrda01
1913,29,CIN,NL,2.0,8.0,-2.0,0.0,0.0,0.0,0.0,-2.0,-0.2,0.0,-2.0,-0.2,0.39,0.499,-0.2,0.0,-2.0,,/5,,niehobe01
1914,30,CIN,NL,142.0,534.0,-9.0,0.0,0.0,4.0,5.0,-1.0,-0.2,16.0,16.0,1.5,0.499,0.499,1.1,0.9,12.0,"$3,000",*5/H4,,niehobe01
1915,31,PHI,NL,148.0,580.0,-15.0,2.0,0.0,0.0,0.0,-13.0,-1.7,18.0,5.0,0.3,0.489,0.49,0.4,-0.1,5.0,"$5,000",*4,,niehobe01
1916,32,PHI,NL,146.0,610.0,-3.0,0.0,0.0,1.0,0.0,-2.0,-0.3,19.0,17.0,1.7,0.499,0.499,1.6,0.2,16.0,"$5,000",*4/5,,niehobe01
1917,33,PHI,NL,114.0,402.0,-2.0,0.0,0.0,3.0,0.0,1.0,0.1,12.0,13.0,1.4,0.501,0.501,1.0,0.4,10.0,"$4,000",4H/35,,niehobe01
1918,34,STL,NL,22.0,90.0,-7.0,0.0,0.0,1.0,0.0,-6.0,-0.7,3.0,-3.0,-0.4,0.468,0.496,-0.5,0.1,-4.0,,4/H,,niehobe01
1918,34,NYG,NL,7.0,23.0,-1.0,0.0,0.0,-1.0,0.0,-2.0,-0.2,1.0,-1.0,-0.2,0.465,0.498,0.0,-0.1,0.0,,/4,,niehobe01
1912,24,CHC,NL,28,71,-3,0,0,0,-1,-4,-0.4,2,-2,-0.2,.485,.497,-0.2,-0.1,-2,"$3,500",8H/7,,willicy01
1913,25,CHC,NL,49,167,-5,-2,0,-2,-2,-12,-1.3,5,-7,-0.8,.473,.492,-0.6,-0.5,-5,"$3,500",7/8H,,willicy01
1914,26,CHC,NL,55,111,-3,0,0,0,-1,-4,-0.5,3,-1,-0.1,.491,.497,-0.1,-0.2,-1,,H7/8,,willicy01
1915,27,CHC,NL,151,566,7,1,0,4,-4,8,0.9,17,26,2.8,.507,.506,2.5,0.0,22,"$4,000",*8/H,,willicy01
1916,28,CHC,NL,118,485,22,-1,0,2,-3,20,2.5,15,35,4.1,.521,.516,3.8,-0.1,33,"$4,000",*8/H9,,willicy01
1917,29,CHC,NL,138,540,-5,0,0,4,-3,-4,-0.6,17,12,1.1,.496,.497,0.7,0.1,8,"$4,000",*8/H,,willicy01
1918,30,PHI,NL,94,401,5,-1,0,2,-2,4,0.4,12,16,1.6,.505,.503,1.4,-0.1,14,,*8/H,,willicy01
1919,31,PHI,NL,109,481,7,-1,0,-6,-3,-3,-0.5,14,11,1.0,.497,.498,1.8,-1.2,17,"$4,000",*8/H,,willicy01
1920,32,PHI,NL,148,643,30,1,0,6,-4,33,3.7,19,53,5.8,.526,.523,5.2,0.2,47,"$4,000",*8/H,,willicy01
1921,33,PHI,NL,146,603,12,-2,0,2,-4,8,0.7,19,27,2.7,.506,.505,2.6,-0.3,24,"$5,000",*8,,willicy01
1922,34,PHI,NL,151,676,22,-2,0,-2,-4,14,1.4,20,34,3.4,.509,.508,3.6,-0.5,36,"$6,000",*8/H,,willicy01
1923,35,PHI,NL,136,604,26,0,0,-10,-4,12,1.1,18,30,3.0,.509,.507,4.0,-1.3,40,"$6,500",*8/H,,willicy01
1924,36,PHI,NL,148,637,34,-2,0,-7,-4,22,2.1,19,41,4.2,.515,.513,5.0,-1.2,48,"$7,500",*8/H,MVP-22,willicy01
1925,37,PHI,NL,107,375,19,-2,0,-3,-4,10,0.9,12,21,2.0,.508,.506,2.4,-0.7,24,"$6,000",9H,,willicy01
1926,38,PHI,NL,107,384,26,0,0,-10,-4,12,1.2,12,24,2.4,.511,.507,3.4,-1.5,34,"$5,000",9H,,willicy01
1927,39,PHI,NL,131,569,23,0,0,-10,-6,7,0.6,17,24,2.5,.505,.504,3.6,-1.7,34,"$6,000",*9/H,MVP-13,willicy01
1928,40,PHI,NL,99,303,6,0,0,-4,-3,-1,-0.1,9,9,0.9,.499,.500,1.3,-0.7,13,"$6,000",9H78,,willicy01
1929,41,PHI,NL,66,89,6,0,0,0,0,6,0.5,3,8,0.8,.508,.503,0.8,0.0,8,"$5,000",H/879,,willicy01
1930,42,PHI,NL,21,21,2,0,0,0,0,2,0.2,1,3,0.3,.509,.501,0.3,0.0,3,"$5,000",H/879,,willicy01
1913,22,SLB,AL,46.0,165.0,-16.0,0.0,0.0,-2.0,3.0,-16.0,-1.9,6.0,-10.0,-1.2,0.46,0.489,-1.0,0.1,-8.0,"$2,250",6,,lavando01
1913,22,PHA,AL,5.0,15.0,-2.0,0.0,0.0,1.0,0.0,-1.0,-0.1,1.0,0.0,0.0,0.483,0.499,-0.1,0.1,-1.0,,/6H,,lavando01
1914,23,SLB,AL,75.0,263.0,0.0,-2.0,0.0,-8.0,4.0,-6.0,-0.8,10.0,4.0,0.3,0.49,0.495,1.3,-0.5,12.0,,6/H,,lavando01
1915,24,SLB,AL,157.0,579.0,-18.0,-3.0,0.0,4.0,10.0,-8.0,-0.9,22.0,14.0,1.3,0.494,0.495,0.9,1.5,10.0,"$3,500",*6,,lavando01
1916,25,SLB,AL,110.0,382.0,-7.0,-1.0,0.0,11.0,6.0,10.0,1.2,14.0,25.0,2.7,0.511,0.508,1.4,2.1,14.0,"$4,000",*6/H,,lavando01
1917,26,SLB,AL,118.0,388.0,-9.0,0.0,0.0,-4.0,7.0,-7.0,-0.8,15.0,8.0,0.7,0.493,0.495,1.2,0.3,12.0,"$4,000",*6/4H,,lavando01
1918,27,WSH,AL,117.0,494.0,-6.0,-1.0,0.0,-6.0,8.0,-5.0,-0.6,19.0,14.0,1.4,0.495,0.497,2.2,0.2,20.0,"$4,000",*6/8,,lavando01
1919,28,STL,NL,100.0,376.0,-11.0,0.0,0.0,4.0,6.0,-1.0,-0.3,12.0,11.0,1.0,0.499,0.499,0.6,1.2,7.0,"$6,000",*6/H,,lavando01
1920,29,STL,NL,142.0,568.0,-1.0,-1.0,0.0,2.0,9.0,9.0,1.0,18.0,27.0,3.0,0.508,0.507,2.8,1.2,25.0,"$6,000",*6/H,,lavando01
1921,30,STL,NL,150.0,609.0,-23.0,0.0,0.0,12.0,10.0,-1.0,-0.2,19.0,18.0,1.9,0.5,0.5,0.8,2.2,6.0,"$6,000",*6,,lavando01
1922,31,STL,NL,89.0,294.0,-22.0,1.0,0.0,-7.0,5.0,-23.0,-2.2,9.0,-14.0,-1.3,0.475,0.486,-0.6,-0.2,-7.0,"$6,000",6/5H,,lavando01
